[2024-03-22 09:39:01,240] INFO: 
[2024-03-22 09:40:16,842] INFO: Training for aux data: Epoch 0002 | Batch 0008 | Loss 0.6758 | Best MRR 0.0000 | [75.6 s]
[2024-03-22 09:40:17,006] INFO: GPU usage for embeddings 6853
[2024-03-22 09:40:17,340] INFO: GPU usage for backward 6853
[2024-03-22 09:40:17,346] INFO: Training for aux data: Epoch 0002 | Batch 0009 | Loss 0.6747 | Best MRR 0.0000 | [76.1 s]
[2024-03-22 09:40:17,408] INFO: Done pretrain aux triples. [76.2 s]
[2024-03-22 09:40:17,408] INFO: 

 Start to train the aux and inferred triples...
[2024-03-22 09:40:17,468] INFO: Done relabeled data [0.1 s]
[2024-03-22 09:40:18,993] INFO: Done build graph [1.6 s]
[2024-03-22 09:40:20,404] INFO: Done soft labels [3.0 s]
[2024-03-22 09:40:20,404] INFO: Some rule confidence: [0.277363657951355, 0.277363657951355, 0.277363657951355, 0.277363657951355, 0.277363657951355]
[2024-03-22 09:40:20,404] INFO: Some soft labels: [0.5624417662620544, 0.562483012676239, 0.5621974468231201, 0.5622754096984863, 0.5622393488883972]
[2024-03-22 09:40:20,404] INFO: 

 Train by batch...
