[2024-05-24 19:43:34,572] INFO: 
[2024-05-24 19:43:50,308] INFO: Training for aux data: Epoch 0002 | Batch 0008 | Loss 0.2349 | Best MRR 0.0000 | [15.7 s]
[2024-05-24 19:43:50,523] INFO: GPU usage for embeddings 6922
[2024-05-24 19:43:50,823] INFO: GPU usage for backward 6922
[2024-05-24 19:43:50,826] INFO: Training for aux data: Epoch 0002 | Batch 0009 | Loss 0.1895 | Best MRR 0.0000 | [16.3 s]
[2024-05-24 19:43:51,339] INFO: GPU usage for embeddings 6922
[2024-05-24 19:43:51,753] INFO: GPU usage for backward 6922
[2024-05-24 19:43:51,756] INFO: Training for aux data: Epoch 0003 | Batch 0001 | Loss 0.1701 | Best MRR 0.0000 | [17.2 s]
[2024-05-24 19:43:52,144] INFO: GPU usage for embeddings 6924
[2024-05-24 19:43:52,560] INFO: GPU usage for backward 6924
[2024-05-24 19:43:52,563] INFO: Training for aux data: Epoch 0003 | Batch 0002 | Loss 0.1737 | Best MRR 0.0000 | [18.0 s]
[2024-05-24 19:43:52,971] INFO: GPU usage for embeddings 6922
[2024-05-24 19:43:53,396] INFO: GPU usage for backward 6922
[2024-05-24 19:43:53,399] INFO: Training for aux data: Epoch 0003 | Batch 0003 | Loss 0.1896 | Best MRR 0.0000 | [18.8 s]
[2024-05-24 19:43:53,771] INFO: GPU usage for embeddings 6924
[2024-05-24 19:43:54,183] INFO: GPU usage for backward 6924
[2024-05-24 19:43:54,186] INFO: Training for aux data: Epoch 0003 | Batch 0004 | Loss 0.2087 | Best MRR 0.0000 | [19.6 s]
[2024-05-24 19:43:54,558] INFO: GPU usage for embeddings 6922
[2024-05-24 19:43:54,963] INFO: GPU usage for backward 6922
[2024-05-24 19:43:54,965] INFO: Training for aux data: Epoch 0003 | Batch 0005 | Loss 0.2184 | Best MRR 0.0000 | [20.4 s]
[2024-05-24 19:43:55,346] INFO: GPU usage for embeddings 6924
[2024-05-24 19:43:55,759] INFO: GPU usage for backward 6924
[2024-05-24 19:43:55,762] INFO: Training for aux data: Epoch 0003 | Batch 0006 | Loss 0.2200 | Best MRR 0.0000 | [21.2 s]
[2024-05-24 19:43:56,168] INFO: GPU usage for embeddings 6922
[2024-05-24 19:43:56,605] INFO: GPU usage for backward 6922
[2024-05-24 19:43:56,607] INFO: Training for aux data: Epoch 0003 | Batch 0007 | Loss 0.2143 | Best MRR 0.0000 | [22.0 s]
[2024-05-24 19:43:57,019] INFO: GPU usage for embeddings 6924
[2024-05-24 19:43:57,424] INFO: GPU usage for backward 6924
[2024-05-24 19:43:57,426] INFO: Training for aux data: Epoch 0003 | Batch 0008 | Loss 0.2055 | Best MRR 0.0000 | [22.9 s]
[2024-05-24 19:43:57,643] INFO: GPU usage for embeddings 6922
[2024-05-24 19:43:57,942] INFO: GPU usage for backward 6922
[2024-05-24 19:43:57,945] INFO: Training for aux data: Epoch 0003 | Batch 0009 | Loss 0.1937 | Best MRR 0.0000 | [23.4 s]
[2024-05-24 19:43:57,982] INFO: Done pretrain aux triples. [23.4 s]
[2024-05-24 19:43:57,982] INFO: 

Test for aux pretrained model
