[2024-05-15 17:41:38,464] INFO: 
[2024-05-15 17:45:44,437] INFO: Training for aux data: Epoch 0002 | Batch 0008 | Loss 0.2349 | Best MRR 0.0000 | [246.0 s]
[2024-05-15 17:45:44,607] INFO: GPU usage for embeddings 7941
[2024-05-15 17:45:44,892] INFO: GPU usage for backward 7941
[2024-05-15 17:45:44,895] INFO: Training for aux data: Epoch 0002 | Batch 0009 | Loss 0.1895 | Best MRR 0.0000 | [246.4 s]
[2024-05-15 17:45:45,432] INFO: GPU usage for embeddings 7939
[2024-05-15 17:45:45,836] INFO: GPU usage for backward 7939
[2024-05-15 17:45:45,836] INFO: Training for aux data: Epoch 0003 | Batch 0001 | Loss 0.1701 | Best MRR 0.0000 | [247.4 s]
[2024-05-15 17:45:46,188] INFO: GPU usage for embeddings 7941
[2024-05-15 17:45:46,583] INFO: GPU usage for backward 7941
[2024-05-15 17:45:46,592] INFO: Training for aux data: Epoch 0003 | Batch 0002 | Loss 0.1737 | Best MRR 0.0000 | [248.1 s]
[2024-05-15 17:45:46,929] INFO: GPU usage for embeddings 7939
[2024-05-15 17:45:47,333] INFO: GPU usage for backward 7939
[2024-05-15 17:45:47,336] INFO: Training for aux data: Epoch 0003 | Batch 0003 | Loss 0.1896 | Best MRR 0.0000 | [248.9 s]
[2024-05-15 17:45:47,724] INFO: GPU usage for embeddings 7941
[2024-05-15 17:45:48,128] INFO: GPU usage for backward 7941
[2024-05-15 17:45:48,128] INFO: Training for aux data: Epoch 0003 | Batch 0004 | Loss 0.2087 | Best MRR 0.0000 | [249.7 s]
[2024-05-15 17:45:48,477] INFO: GPU usage for embeddings 7939
[2024-05-15 17:45:48,886] INFO: GPU usage for backward 7939
[2024-05-15 17:45:48,886] INFO: Training for aux data: Epoch 0003 | Batch 0005 | Loss 0.2184 | Best MRR 0.0000 | [250.4 s]
[2024-05-15 17:45:49,232] INFO: GPU usage for embeddings 7941
[2024-05-15 17:45:49,643] INFO: GPU usage for backward 7941
[2024-05-15 17:45:49,643] INFO: Training for aux data: Epoch 0003 | Batch 0006 | Loss 0.2200 | Best MRR 0.0000 | [251.2 s]
[2024-05-15 17:45:49,990] INFO: GPU usage for embeddings 7939
[2024-05-15 17:45:50,389] INFO: GPU usage for backward 7939
[2024-05-15 17:45:50,399] INFO: Training for aux data: Epoch 0003 | Batch 0007 | Loss 0.2143 | Best MRR 0.0000 | [251.9 s]
[2024-05-15 17:45:50,789] INFO: GPU usage for embeddings 7941
[2024-05-15 17:45:51,201] INFO: GPU usage for backward 7941
[2024-05-15 17:45:51,201] INFO: Training for aux data: Epoch 0003 | Batch 0008 | Loss 0.2055 | Best MRR 0.0000 | [252.7 s]
[2024-05-15 17:45:51,387] INFO: GPU usage for embeddings 7939
[2024-05-15 17:45:51,654] INFO: GPU usage for backward 7939
[2024-05-15 17:45:51,654] INFO: Training for aux data: Epoch 0003 | Batch 0009 | Loss 0.1937 | Best MRR 0.0000 | [253.2 s]
[2024-05-15 17:45:51,715] INFO: Done pretrain aux triples. [253.3 s]
[2024-05-15 17:45:51,715] INFO: 

Test for aux pretrained model
